Invoice No,Distributor Code,Customer Code,Route Code,Product Index,Product Code,,Product Description,UOM Code,Selling Type,Default UOM,Product Quantity,MRP,Product List Price,UOM List Price,Gross Amount,Product Discount,Promo Discount,SLS Discount,Customer Group Discount,Discount Amount,Amount After SKU Disc,Customer Discount,Total Tax Amount,Total Net Amount,SO Number,Document Type,Invoice Status,Invoice Date,GST Code,GST Rate,Backend Customer Ref No,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Smallest UOM Quantity,Picklist Indicator,Outlet Type,Segmentation,Outlet Program,Route Plan Code & Name,VAT,Add VAT,HSN Code,Route Segmentation,Route Mobile Number
IN000904,7880336,CT0010054391,SHA1000,46,366163,0366163,Dettol Soap Original 72*60G,CA,S,CA,2,0,3986,3986,7972,0,0,0,0,0,7972,0,0,7972,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,144,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,48,366183,0366183,Dettol Soap Cool 72*60G,CA,S,CA,2,0,3986,3986,7972,0,0,0,0,0,7972,0,0,7972,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,144,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,49,366194,0366194,Dettol Soap Herbal 72*60G,CA,S,CA,2,0,3986,3986,7972,0,0,0,0,0,7972,0,0,7972,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,144,Picked,Other Supermarts-D,,,,,,,,
IN001054,7880336,CT0010054457,SHA1006,23,384686,0384686,Jik Colours 750Ml *18,OU,S,CA,12,0,10391.01,577.28,6927.36,0,0,0,0,0,6927.36,0,1108.38,8035.74,SOSHA1006000189,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000208,7880336,CT0010042108,SHA1006,9,3244643,3244643,DETTOL SOAP HERBAL 90GX3,CA,S,CA,1,0,8088,8088,8088,0,0,0,0,0,8088,0,0,8088,SOSHA1006000002,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,24,Unpick,DTR Van-D,,,,,,,,
IN000142,7880336,CT0010043148,SHA1000,2,379665,0379665,Mortein Doom P.Gard Aik Lemon 12*600Ml,OU,S,CA,6,0,14107,1175.58,7053.48,0,0,0,0,0,7053.48,0,1128.56,8182.04,SOSHA1000000011,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000740,7880336,CT0010042942,SHA1001,4,379665,0379665,Mortein Doom P.Gard Aik Lemon 12*600Ml,OU,S,CA,6,0,14107,1175.58,7053.48,0,0,0,0,0,7053.48,0,1128.56,8182.04,SOSHA1001000132,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,20,3239865,3239865,DETTOL LIQUID 500ML+250ML,OU,S,CA,6,0,16443,1370.25,8221.5,0,0,0,0,0,8221.5,0,0,8221.5,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000129,7880336,CT0010041726,SHA1000,1,121421,0121421,MORTEIN DOOM PG AIK 6*400ML TWINPACK SAVE ksh500,CA,S,CA,1,0,8502,8502,8502,0,0,0,0,0,8502,0,0,8502,SOSHA1000000001,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-D,,,,,,,,
IN000206,7880336,CT0010041503,SHA1005,1,121421,0121421,MORTEIN DOOM PG AIK 6*400ML TWINPACK SAVE ksh500,CA,S,CA,1,0,8502,8502,8502,0,0,0,0,0,8502,0,0,8502,SOSHA1005000001,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,28,3066839,3066839,Jik Colours 1.5L *8,CA,S,CA,1,0,7471.26,7471.26,7471.26,0,0,0,0,0,7471.26,0,1195.4,8666.66,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,8,Picked,Medium Supermarket-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,14,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,36,Picked,Medium Supermarket-D,,,,,,,,
IN000902,7880336,CT0010049475,SHA1000,14,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1000000016,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,36,Picked,Other Supermarts-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,24,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,36,Picked,Medium Supermarket-D,,,,,,,,
IN001162,7880336,CT0010054582,SHA1007,1,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1007000178,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,25,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,36,Picked,Medium Supermarket-D,,,,,,,,
IN001485,7880336,CT0010054727,SHA1005,6,384683,0384683,Jik Colours 250Ml *18,CA,S,CA,2,0,3740.76,3740.76,7481.52,0,0,0,0,0,7481.52,0,1197.04,8678.56,SOSHA1005000213,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-D,,,,,,,,
IN000281,7880336,CT0010054064,SHA1001,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,60,0,9028,125.39,7523.4,0,0,0,0,0,7523.4,0,1203.74,8727.14,SOSHA1001000048,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,60,Picked,DTR Van-D,,,,,,,,
IN000454,7880336,CT0010054078,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,60,0,9028,125.39,7523.4,0,0,0,0,0,7523.4,0,1203.74,8727.14,SOSHA1005000052,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,60,Picked,DTR Van-D,,,,,,,,
IN000457,7880336,CT0010054078,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,60,0,9028,125.39,7523.4,0,0,0,0,0,7523.4,0,1203.74,8727.14,SOSHA1005000055,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,60,Picked,DTR Van-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,6,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,24,0,22571,313.49,7523.76,0,0,0,0,0,7523.76,0,1203.8,8727.56,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,8,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,24,0,22571,313.49,7523.76,0,0,0,0,0,7523.76,0,1203.8,8727.56,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN001076,7880336,CT0010045227,SHA1001,2,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,24,0,22571,313.49,7523.76,0,0,0,0,0,7523.76,0,1203.8,8727.56,SOSHA1001000190,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001078,7880336,CT0010043496,SHA1000,6,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,24,0,22571,313.49,7523.76,0,0,0,0,0,7523.76,0,1203.8,8727.56,SOSHA1000000024,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001476,7880336,CT0010044090,SHA1005,5,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,24,0,22571,313.49,7523.76,0,0,0,0,0,7523.76,0,1203.8,8727.56,SOSHA1005000202,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,14,3074759,3074759,Airwick Ke Lavender 24* 30Gm,CA,S,CA,2,0,3807,3807,7614,0,0,0,0,0,7614,0,1218.24,8832.24,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,48,Picked,Medium Supermarket-D,,,,,,,,
IN000131,7880336,CT0010042299,SHA1001,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,0,0,0,0,0,9028.21,0,0,9028.21,SOSHA1001000002,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,96,Unpick,DTR Van-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,14,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,0,0,0,0,0,9028.21,0,0,9028.21,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,96,Picked,Other Supermarts-D,,,,,,,,
IN000962,7880336,CT0010054433,SHA1006,42,299713,0299713,Harpic Power Plus 500Ml*24,OU,S,CA,18,0,11083.74,461.82,8312.76,665.0267,498.77,0,0,498.77,7813.99,0,1250.24,9064.23,SOSHA1006000186,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,18,Picked,DTR Van-D,,,,,,,,
IN000977,7880336,CT0010047497,SHA1000,8,3277707,3277707,JIK REGULAR 750ML + 250ML,CA,S,CA,2,0,3972,3972,7944,0,0,0,0,0,7944,0,1271.04,9215.04,SOSHA1000000022,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN001061,7880336,CT0010047714,SHA1000,5,3277707,3277707,JIK REGULAR 750ML + 250ML,CA,S,CA,2,0,3972,3972,7944,0,0,0,0,0,7944,0,1271.04,9215.04,SOSHA1000000025,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001078,7880336,CT0010043496,SHA1000,11,3277707,3277707,JIK REGULAR 750ML + 250ML,CA,S,CA,2,0,3972,3972,7944,0,0,0,0,0,7944,0,1271.04,9215.04,SOSHA1000000024,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001286,7880336,CT0010047491,SHA1000,32,3277708,3277708,JIK REGULAR 750ML (2+1),CA,S,CA,2,0,3972,3972,7944,0,0,0,0,0,7944,0,1271.04,9215.04,SOSHA1000000028,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,12,Picked,Wholesale-D,,,,,,,,
IN000326,7880336,CT0010042029,SHA1003,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1003000080,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN000641,7880336,CT0010041693,SHA1003,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1003000117,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN000976,7880336,CT0010045687,SHA1000,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1000000021,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN001061,7880336,CT0010047714,SHA1000,2,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1000000025,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN001078,7880336,CT0010043496,SHA1000,5,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1000000024,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN001372,7880336,CT0010054078,SHA1005,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,1083.39,1083.39,0,0,1083.39,7944.82,0,1271.17,9215.99,SOSHA1005000184,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,96,Picked,DTR Van-D,,,,,,,,
IN001510,7880336,CT0010047491,SHA1000,20,299711,0299711,Harpic Power Plus 1Litre*12,OU,S,CA,9,0,10621.92,885.16,7966.44,0,0,0,0,0,7966.44,0,1274.63,9241.07,SOSHA1000000032,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,9,Unpick,Wholesale-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,31,366163,0366163,Dettol Soap Original 72*60G,CA,S,CA,2,0,3986,3986,7972,0,0,0,0,0,7972,0,1275.52,9247.52,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,144,Picked,Medium Supermarket-D,,,,,,,,
IN001485,7880336,CT0010054727,SHA1005,3,330727,0330727,Mortein Doom Powerrgard Aiko 12*600Ml,OU,S,CA,6,0,15987,1332.25,7993.5,0,0,0,0,0,7993.5,0,1278.96,9272.46,SOSHA1005000213,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,68,299714,0299714,Harpic Power Plus 200Ml *36,CA,S,CA,2,0,4655,4655,9310,0,0,0,0,0,9310,0,0,9310,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,72,Picked,Other Supermarts-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,38,3244645,3244645,DETTOL SOAP ORIGINAL 90GX3,CA,S,CA,1,0,8088,8088,8088,0,0,0,0,0,8088,0,1294.08,9382.08,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN000977,7880336,CT0010047497,SHA1000,16,8149555,8149555,Dettol Soap Original 90Gm 6S Pack  6S*12,CA,S,CA,1,0,8088,8088,8088,0,0,0,0,0,8088,0,1294.08,9382.08,SOSHA1000000022,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,12,Picked,Medium Supermarket-D,,,,,,,,
IN001510,7880336,CT0010047491,SHA1000,7,3239865,3239865,DETTOL LIQUID 500ML+250ML,OU,S,CA,6,0,16443,1370.25,8221.5,0,0,0,0,0,8221.5,0,1315.44,9536.94,SOSHA1000000032,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Unpick,Wholesale-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,9,3239866,3239866,DETTOL LIQUID 125ML+50ML,CA,S,CA,1,0,8265,8265,8265,0,0,0,0,0,8265,0,1322.4,9587.4,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN001510,7880336,CT0010047491,SHA1000,8,3239866,3239866,DETTOL LIQUID 125ML+50ML,CA,S,CA,1,0,8265,8265,8265,0,0,0,0,0,8265,0,1322.4,9587.4,SOSHA1000000032,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,24,Unpick,Wholesale-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,27,238167,0238167,Jik Bleach Regular 70Ml *144,CA,S,CA,3,0,3218.39,3218.39,9655.17,0,0,0,0,0,9655.17,0,0,9655.17,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,432,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,80,8158006,8158006,HARPIC POWER PLUS  TWINPACK 12*500ML,CA,S,CA,1,0,9790.64,9790.64,9790.64,0,0,0,0,0,9790.64,0,0,9790.64,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,77,3252303,3252303,HARPIC TECHNO LEMON 1000ML*12,CA,S,CA,1,0,9913.79,9913.79,9913.79,0,0,0,0,0,9913.79,0,0,9913.79,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,Other Supermarts-D,,,,,,,,
IN000990,7880336,CT0010047799,SHA1001,2,349302,0349302,Mortein Doom P.Gard Aik Lemon 12*300Ml,CA,S,CA,1,0,9404.39,9404.39,9404.39,780.56,780.56,0,0,780.56,8623.83,0,1379.81,10003.64,SOSHA1001000173,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN001061,7880336,CT0010047714,SHA1000,1,330724,0330724,Mortein Doom Powergard Aiko 12*300Ml,CA,S,CA,1,0,9404.39,9404.39,9404.39,780.56,780.56,0,0,780.56,8623.83,0,1379.81,10003.64,SOSHA1000000025,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000635,7880336,CT0010042024,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,CA,S,CA,3,0,3218.39,3218.39,9655.17,289.6567,868.97,0,0,868.97,8786.2,0,1405.79,10191.99,SOSHA1003000110,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,432,Picked,DTR Van-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,49,3021482,3021482,HARPIC POWERPLUS CITRUS TWIN PACK 1LITRE*6,CA,S,CA,1,0,8793.1,8793.1,8793.1,0,0,0,0,0,8793.1,0,1406.9,10200,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,Medium Supermarket-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,35,3240461,3240461,DETTOL SOAP ORIGINAL 175GX2,CA,S,CA,1,0,10252,10252,10252,0,0,0,0,0,10252,0,0,10252,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,76,3252298,3252298,HARPIC TECHNO LEMON 500ML*24,CA,S,CA,1,0,10344.83,10344.83,10344.83,0,0,0,0,0,10344.83,0,0,10344.83,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Other Supermarts-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,32,366159,0366159,Dettol Soap Original 72*90Gm,CA,S,CA,1,0,9028,9028,9028,0,0,0,0,0,9028,0,1444.48,10472.48,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,72,Picked,Medium Supermarket-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,5,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,0,0,0,0,0,9028.21,0,1444.51,10472.72,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,96,Picked,Medium Supermarket-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,7,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,0,0,0,0,0,9028.21,0,1444.51,10472.72,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,96,Picked,Medium Supermarket-D,,,,,,,,
IN000977,7880336,CT0010047497,SHA1000,1,3049801,3049801,DETTOL LIQUID 96*50ML,CA,S,CA,1,0,9028.21,9028.21,9028.21,0,0,0,0,0,9028.21,0,1444.51,10472.72,SOSHA1000000022,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,96,Picked,Medium Supermarket-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,60,3299175,3299175,Dettol soap Pome 165g,CA,S,EA,1,0,220,10560,10560,0,0,0,0,0,10560,0,0,10560,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,48,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,61,3299176,3299176,Dettol soap Eventone 165g,CA,S,EA,1,0,220,10560,10560,0,0,0,0,0,10560,0,0,10560,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,48,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,67,299711,0299711,Harpic Power Plus 1Litre*12,CA,S,CA,1,0,10621.92,10621.92,10621.92,0,0,0,0,0,10621.92,0,0,10621.92,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,69,299715,0299715,Harpic Powerplus Citrus 1Litre *12,CA,S,CA,1,0,10621.92,10621.92,10621.92,0,0,0,0,0,10621.92,0,0,10621.92,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,Other Supermarts-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,26,3012868,3012868,Jik Colours 70Ml *144,CA,S,CA,2,0,4597.7,4597.7,9195.4,0,0,0,0,0,9195.4,0,1471.26,10666.66,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,288,Picked,Medium Supermarket-D,,,,,,,,
IN001287,7880336,CT0010047503,SHA1000,27,3031111,3031111,Jik Colours 5 Ltrs *4,CA,S,CA,1,0,9195.4,9195.4,9195.4,0,0,0,0,0,9195.4,0,1471.26,10666.66,SOSHA1000000029,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,4,Picked,Medium Supermarket-D,,,,,,,,
IN001078,7880336,CT0010043496,SHA1000,12,3277709,3277709,JIK REGULAR 2250ML + 750ML,CA,S,CA,2,0,4618,4618,9236,0,0,0,0,0,9236,0,1477.76,10713.76,SOSHA1000000024,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000977,7880336,CT0010047497,SHA1000,17,299714,0299714,Harpic Power Plus 200Ml *36,CA,S,CA,2,0,4655,4655,9310,0,0,0,0,0,9310,0,1489.6,10799.6,SOSHA1000000022,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,72,Picked,Medium Supermarket-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,6,349130,0349130,Mortein Doom P.Gard Aik Lemon 12*100Ml,CA,S,CA,5,0,2163.01,2163.01,10815.05,0,0,0,0,0,10815.05,0,0,10815.05,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,60,Picked,Other Supermarts-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,1,330724,0330724,Mortein Doom Powergard Aiko 12*300Ml,CA,S,CA,1,0,9404.39,9404.39,9404.39,0,0,0,0,0,9404.39,0,1504.7,10909.09,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,Medium Supermarket-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,3,349302,0349302,Mortein Doom P.Gard Aik Lemon 12*300Ml,CA,S,CA,1,0,9404.39,9404.39,9404.39,0,0,0,0,0,9404.39,0,1504.7,10909.09,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,Medium Supermarket-D,,,,,,,,
IN000902,7880336,CT0010049475,SHA1000,1,330724,0330724,Mortein Doom Powergard Aiko 12*300Ml,CA,S,CA,1,0,9404.39,9404.39,9404.39,0,0,0,0,0,9404.39,0,1504.7,10909.09,SOSHA1000000016,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,66,77928,0077928,Harpic Citrus 500Ml*24,CA,S,CA,1,0,11083.74,11083.74,11083.74,0,0,0,0,0,11083.74,0,0,11083.74,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,70,352645,0352645,Harpic Power Plus Lavender 500Ml*24,CA,S,CA,1,0,11083.74,11083.74,11083.74,0,0,0,0,0,11083.74,0,0,11083.74,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Other Supermarts-D,,,,,,,,
IN000903,7880336,CT0010054388,SHA1000,59,8017991,8017991,Harpic Bluematic Tripple Pack 24*150Gm,CA,S,CA,1,0,9605.91,9605.91,9605.91,0,0,0,0,0,9605.91,0,1536.95,11142.86,SOSHA1000000018,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,Medium Supermarket-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,56,3299074,3299074,Dettol soap Herbal 165g,CA,S,EA,1,0,233,11184,11184,0,0,0,0,0,11184,0,0,11184,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,48,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,58,3299086,3299086,Dettol soap cool 165g,CA,S,EA,1,0,233,11184,11184,0,0,0,0,0,11184,0,0,11184,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,48,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,59,3299087,3299087,Dettol soap Skincare 165g,CA,S,EA,1,0,233,11184,11184,0,0,0,0,0,11184,0,0,11184,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,48,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,51,3249063,3249063,DETTOL SOAP SKINCARE 125G,CA,S,CA,1,0,11285.27,11285.27,11285.27,0,0,0,0,0,11285.27,0,0,11285.27,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,72,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,52,3249064,3249064,DETTOL SOAP HERBAL 125G,CA,S,CA,1,0,11285.27,11285.27,11285.27,0,0,0,0,0,11285.27,0,0,11285.27,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,72,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,53,3249065,3249065,DETTOL SOAP COOL 125G,CA,S,CA,1,0,11285.27,11285.27,11285.27,0,0,0,0,0,11285.27,0,0,11285.27,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,72,Picked,Other Supermarts-D,,,,,,,,
